PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_FAMILYNAME;REQUIREMENTS_ATTRIBUTES_FAMILYDESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTIONOBJECTIVE;REQUIREMENTS_ATTRIBUTES_APPLICABILITY;REQUIREMENTS_ATTRIBUTES_RECOMMENDATION;REQUIREMENTS_ATTRIBUTES_SECTIONTHREATMAPPINGS;REQUIREMENTS_ATTRIBUTES_SECTIONGUIDELINEMAPPINGS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
aws;Common Cloud Controls Catalog (CCC) for AWS;936102779352;ap-southeast-1;2026-05-11 11:38:15.308145;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging & Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements. ;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3', 'AU-12']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-1:936102779352:trail;936102779352;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;936102779352;ap-southeast-1;2026-05-11 11:38:15.308145;CCC.Core.CN04.AR03;When any attempt is made to read data on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging & Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements. ;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3', 'AU-12']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-1:936102779352:trail;936102779352;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;936102779352;ap-southeast-2;2026-05-11 11:38:15.308145;CCC.AuditLog.CN02.AR01;When a manual action is performed to generate each audit log type, then the corresponding audit log type MUST be generated and recorded.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN02 Enable And Validate All Audit Log Types;;Review audit log configuration and ensure that all audit log types are being generated and replicated to configured sinks;['tlp-red', 'tlp-amber'];Review audit log configuration;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH06']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3', 'AU-12']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:936102779352:trail;936102779352;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;936102779352;ap-southeast-2;2026-05-11 11:38:15.308145;CCC.AuditLog.CN03.AR01;When an attempt is made to disable a log source, then an alert MUST be generated.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN03 Alert On Audit Log Changes And Access;;Ensure that specific alerts have been configured to detect changes in audit log configuration such as disabling exporting of logs. Alerts MUST also be created to detect changes in retention/object lock policies for exported data log sources/buckets.;['tlp-red', 'tlp-amber'];Ensure alerting is correctly configured ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-5', 'AU-6']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:936102779352:trail;936102779352;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;936102779352;ap-southeast-2;2026-05-11 11:38:15.308145;CCC.AuditLog.CN05.AR01;When audit logs are exported, then audit logs MUST be present in the configured data location.;Availability;Controls designed to protected the availability of Audit Log data.;CCC.AuditLog.CN05 Export Audit Logs To Bucket;;Configure audit logs to be sent to a external bucket where they can be globally replicated and can be subject to greater access control and data retention polices.;['tlp-red', 'tlp-amber'];Configure audit log exporting. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9', 'AU-11', 'AU-4']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:936102779352:trail;936102779352;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;936102779352;ap-southeast-2;2026-05-11 11:38:15.308145;CCC.Logging.CN01.AR01;When a new cloud account is created, provider-level audit and network flow logging MUST be enabled by default and directed to the central sink.;Data;Controls related to the confidentiality, integrity and availability of log data. ;CCC.Logging.CN01 Centralized and Comprehensive Log Aggregation;;Ensure all operational and security logs from across the cloud environment, including applications, operating systems, network traffic, and cloud service activity, are captured automatically and streamed to a central, secure log management service.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Logging.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:936102779352:trail;936102779352;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;936102779352;ap-southeast-2;2026-05-11 11:38:15.308145;CCC.Logging.CN01.AR02;When a new cloud compute resource is deployed, it MUST be configured to forward all relevant logs (e.g., OS, application, service logs) to the central log sink.;Data;Controls related to the confidentiality, integrity and availability of log data. ;CCC.Logging.CN01 Centralized and Comprehensive Log Aggregation;;Ensure all operational and security logs from across the cloud environment, including applications, operating systems, network traffic, and cloud service activity, are captured automatically and streamed to a central, secure log management service.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Logging.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:936102779352:trail;936102779352;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;936102779352;ap-southeast-2;2026-05-11 11:38:15.308145;CCC.Logging.CN05.AR01;When a log storage bucket is created, the bucket's access control settings MUST explicitly deny public read and write access.;Identity and Access Management;Controls that restrict who can access and modify logs. ;CCC.Logging.CN05 Ensure Log Bucket is Not Publicly Accessible;;Ensure that log storage buckets are not publicly accessible to prevent unauthorized access to sensitive log data. In addition, logs should be replicated to another cloud region to enhance availability, durability, and support disaster recovery requirements.;['tlp-red', 'tlp-amber', 'tlp-green'];Configure bucket policies and access control lists (ACLs) to restrict public access. Regularly review bucket permissions to ensure no public access has been inadvertently granted. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3', 'SC-7']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:936102779352:trail;936102779352;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;936102779352;ap-southeast-2;2026-05-11 11:38:15.308145;CCC.Core.CN08.AR01;When data is created or modified, the data MUST have a complete and recoverable duplicate that is stored in a physically separate data center.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters. ;CCC.Core.CN08 Replicate Data to Multiple Locations;;Ensure that data is replicated across multiple physical locations to protect against data loss due to hardware failures, natural disasters, or other catastrophic events.;['tlp-green', 'tlp-amber', 'tlp-red'];Implement automated data replication processes to ensure that data is consistently duplicated in another region or availability zone. Regularly test data recovery from the replicated location to ensure integrity and availability. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH06']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PT-5']}, {'ReferenceId': 'CCM', 'Identifiers': ['BCR-08', 'BCR-10', 'BCR-11']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['CP-2', 'CP-10']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:936102779352:trail;936102779352;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;936102779352;ap-southeast-2;2026-05-11 11:38:15.308145;CCC.Core.CN09.AR01;When the service is operational, its logs and any child resource logs MUST NOT be accessible from the resource they record access to.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters. ;CCC.Core.CN09 Ensure Integrity of Access Logs;;Ensure that access logs are always recorded to an external location that cannot be manipulated from the context of the service(s) it contains logs for.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07', 'CCC.TH09', 'CCC.TH04']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.DS-6']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-02', 'LOG-04', 'LOG-09']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:936102779352:trail;936102779352;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;936102779352;ap-southeast-2;2026-05-11 11:38:15.308145;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging & Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements. ;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3', 'AU-12']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:936102779352:trail;936102779352;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;936102779352;ap-southeast-2;2026-05-11 11:38:15.308145;CCC.Core.CN04.AR03;When any attempt is made to read data on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging & Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements. ;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3', 'AU-12']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ap-southeast-2:936102779352:trail;936102779352;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;936102779352;ca-central-1;2026-05-11 11:38:15.308145;CCC.AuditLog.CN02.AR01;When a manual action is performed to generate each audit log type, then the corresponding audit log type MUST be generated and recorded.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN02 Enable And Validate All Audit Log Types;;Review audit log configuration and ensure that all audit log types are being generated and replicated to configured sinks;['tlp-red', 'tlp-amber'];Review audit log configuration;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH06']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3', 'AU-12']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ca-central-1:936102779352:trail;936102779352;cloudtrail_multi_region_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;936102779352;ca-central-1;2026-05-11 11:38:15.308145;CCC.AuditLog.CN03.AR01;When an attempt is made to disable a log source, then an alert MUST be generated.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN03 Alert On Audit Log Changes And Access;;Ensure that specific alerts have been configured to detect changes in audit log configuration such as disabling exporting of logs. Alerts MUST also be created to detect changes in retention/object lock policies for exported data log sources/buckets.;['tlp-red', 'tlp-amber'];Ensure alerting is correctly configured ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-5', 'AU-6']}];FAIL;No CloudTrail trails enabled with logging were found.;arn:aws:cloudtrail:ca-central-1:936102779352:trail;936102779352;cloudtrail_multi_region_enabled;False
